hhid,clustnum,children16,pensioners,f_pensioners,members,maxeduc,meaneduc,percapita_exp,hh_exp,cm_16_exp
238018,238,6,0,0,12,5,1.166666667,4.968034942,7.452941592,5.015696411
238019,238,4,0,0,6,5,1.166666667,6.32584466,8.117604129,6.246106742
238020,238,2,0,0,6,5,3,5.624685576,7.416445045,5.665125911
238021,238,1,1,1,4,10,5,6.060485899,7.44678026,6.093110603
238022,238,3,1,1,12,10,3.583333333,5.312666356,7.797573005,5.455152288
238023,238,3,1,1,5,8,3,6.142074954,7.751512867,6.066890908
238024,238,3,1,1,11,8,3.909090909,5.347084893,7.744980166,5.471824386
239003,239,6,0,0,10,8,2.5,6.364067926,8.666653019,6.358198597
239007,239,8,0,0,16,4,0.75,4.766539257,7.539127979,4.842968933
239011,239,6,0,0,14,11,3.714285714,6.539043848,9.178101178,6.628209168
239015,239,7,0,0,9,5,1.111111111,5.928647872,8.125872449,5.852716669
239020,239,1,0,0,5,7,1.4,6.143450932,7.752888844,6.218615561
239024,239,4,1,1,11,8,2.818181818,5.525584782,7.923480055,5.615025633
239028,239,6,0,0,11,9,2.090909091,5.973063991,8.370959264,5.995807667
240001,240,2,0,0,9,8,4.222222222,5.854596036,8.051820613,5.979494029
240002,240,2,0,0,7,5,2.571428571,4.742171639,6.688081788,4.8165844
240003,240,2,0,0,5,6,2.4,5.488768957,7.09820687,5.485623348
240004,240,3,1,1,11,10,4.545454545,5.492373078,7.890268351,5.617112571
240005,240,4,1,1,10,11,5.5,5.848790539,8.151375632,5.914959647
240006,240,5,1,1,8,10,3.25,5.61748878,7.696930322,5.58069259
240007,240,5,0,0,11,10,4.090909091,5.235159225,7.633054498,5.290633781
240008,240,0,0,0,4,10,7.75,6.01499124,7.401285601,6.153620676
240009,240,0,0,0,4,8,4.5,5.603145457,6.989439819,5.741774894
240010,240,5,0,0,10,4,0.6,4.951708814,7.254293907,4.981138127
240011,240,3,2,1,6,7,3.333333333,6.386940824,8.178700293,6.365287575
240012,240,4,1,1,13,9,3.615384615,5.77501726,8.339966617,5.902721436
240013,240,1,1,0,3,1,1,6.727236628,7.825848916,6.698362245
240014,240,2,0,0,6,6,4,5.935806417,7.727565886,5.976246752
240015,240,3,1,1,8,8,2.625,6.131717172,8.211158714,6.184996095
240016,240,2,1,1,7,6,3.571428571,5.262766647,7.208676796,5.337179408
240017,240,3,0,0,8,9,3.375,5.899517811,7.978959353,5.952796734
240018,240,3,0,0,5,9,4,4.955814797,6.56525271,4.880630751
240019,240,1,0,0,7,8,4,6.196793902,8.142704051,6.329291332
240020,240,6,0,0,11,10,4.545454545,5.73630743,8.134202703,5.759051106
240021,240,4,0,0,7,6,3.285714286,6.482509047,8.428419196,6.450917076
240022,240,2,0,0,7,9,7,6.587171833,8.533081982,6.661584595
240023,240,4,0,0,8,6,3,5.627776489,7.707218031,5.634891447
240024,240,5,1,1,16,10,5.9375,5.995165556,8.767754278,6.141760619
241001,241,2,1,1,8,6,3,6.165579889,8.24502143,6.267519311
241002,241,3,0,0,5,7,3,5.980750732,7.590188645,5.905566685
241003,241,3,0,0,7,8,3.571428571,5.11644448,7.062354629,5.136295081
241004,241,3,0,0,6,4,1.833333333,5.850261259,7.642020728,5.828608009
241005,241,2,1,1,8,8,3.125,5.784335186,7.863776728,5.886274608
241006,241,3,0,0,6,9,3.833333333,6.069151026,7.860910496,6.047497777
241007,241,2,1,1,9,11,4.777777778,6.112843789,8.310068366,6.237741782
241008,241,2,0,0,5,9,3.8,6.827903706,8.437341618,6.824758096
241009,241,3,0,0,6,7,3.5,7.086650269,8.878409738,7.06499702
241010,241,2,0,0,4,9,4.5,6.833366734,8.219661095,6.771166974
241011,241,6,2,1,14,10,3.5,5.389545146,8.028602475,5.478710466
241012,241,2,0,0,5,10,6,6.029311453,7.638749366,6.026165843
241013,241,5,1,1,12,10,3.75,5.355376766,7.840283416,5.433549632
241014,241,3,1,1,8,4,1.5,4.960284971,7.039726512,5.013563894
241015,241,3,0,0,6,6,2.833333333,6.286776511,8.07853598,6.265123262
241016,241,6,0,0,15,8,2.866666667,5.28123368,7.989283882,5.387949299
241017,241,1,0,0,8,3,1.625,3.564074823,5.643516364,3.717456817
241018,241,2,0,0,8,10,5.75,5.909790654,7.989232195,6.011730076
241019,241,0,1,1,8,9,6.625,5.552512817,7.631954358,5.760456971
241020,241,1,0,0,3,7,4.666666667,5.884715435,6.983327724,5.855841052
242001,242,4,1,1,13,9,2.846153846,4.974620588,7.539569946,5.102324765
242002,242,2,0,0,7,9,4,6.055744493,8.001654642,6.130157254
242003,242,8,2,1,24,10,3.458333333,5.799784363,8.977838194,5.978854134
242004,242,2,0,0,7,10,4.428571429,6.547216062,8.493126211,6.621628823
242005,242,6,0,0,13,7,4.076923077,6.036128021,8.601077379,6.105747529
242006,242,13,2,1,26,10,2.5,5.305077968,8.563174506,5.430058425
242007,242,4,0,0,11,8,3.636363636,5.739858407,8.13775368,5.829299258
242008,242,11,0,0,18,7,1.611111111,4.95337854,7.843750298,5.002449919
242009,242,7,1,0,13,9,2.384615385,5.318529622,7.88347898,5.360454637
242010,242,5,0,0,11,4,1.454545455,5.833227154,8.231122426,5.88870171
242011,242,0,1,1,3,2,1.666666667,6.573357002,7.67196929,6.68321823
242012,242,5,0,0,11,3,0.727272727,5.234831779,7.632727052,5.290306335
242013,242,2,1,1,6,2,0.833333333,5.943672756,7.735432225,5.984113091
242014,242,2,1,0,6,5,2.833333333,5.879107819,7.670867288,5.919548154
242015,242,9,2,1,18,7,2.444444444,5.301574685,8.191946443,5.389782664
242016,242,4,0,0,8,7,2,6.215837073,8.295278615,6.222952031
242017,242,5,1,0,11,9,3.818181818,5.359382762,7.757278035,5.414857318
242018,242,6,1,0,13,4,1.076923077,5.04173692,7.606686278,5.111356428
242019,242,1,1,0,6,6,2.833333333,6.192989065,7.984748534,6.300126575
243001,243,1,0,0,7,10,5.714285714,6.123873689,8.069783838,6.25637112
243002,243,0,0,0,1,11,11,6.923224855,6.923224855,6.923224855
243003,243,3,0,0,7,11,6.571428571,6.572271898,8.518182047,6.5921225
243004,243,2,1,1,6,9,4.666666667,6.063305882,7.855065351,6.103746217
243005,243,5,1,0,10,8,4.1,5.978094831,8.280679924,6.007524144
243006,243,2,0,0,5,10,4.4,6.434890168,8.044328081,6.431744559
243007,243,4,0,0,8,11,5.875,6.8963812,8.975822742,6.903496158
243008,243,1,1,0,8,10,6,6.283931059,8.363372601,6.437313054
243009,243,1,0,0,3,10,6,6.403789888,7.502402176,6.374915505
243010,243,2,0,0,5,11,7.2,7.367002376,8.976440288,7.363856766
243011,243,0,0,0,2,10,8.5,6.32791345,7.021060631,6.397228168
243012,243,6,0,0,12,9,3,5.091751412,7.576658061,5.13941288
243013,243,3,2,1,7,10,5.857142857,5.882366001,7.82827615,5.902216603
243014,243,2,0,0,7,10,6.857142857,6.357463268,8.303373417,6.431876029
243015,243,3,0,0,5,8,3.4,6.155562616,7.765000529,6.080378569
243016,243,2,1,1,6,10,5.833333333,5.993138935,7.784898404,6.03357927
243017,243,5,0,0,8,6,2.375,5.716668319,7.796109861,5.67987213
243018,243,0,0,0,4,6,3.25,6.246067282,7.632361643,6.384696718
243019,243,1,0,0,3,10,6.666666667,6.883665973,7.982278262,6.85479159
244001,244,3,0,0,5,3,0.8,6.250955211,7.860393123,6.175771164
244002,244,1,0,0,4,10,5.5,6.509788208,7.896082569,6.542412912
244003,244,3,0,0,6,8,2.833333333,5.121517163,6.913276632,5.099863913
244004,244,4,0,0,5,2,0.8,5.321476386,6.930914298,5.179595164
244005,244,6,0,0,12,10,4.083333333,5.179273733,7.664180383,5.226935202
244006,244,5,0,0,10,8,3.5,5.459418393,7.762003486,5.488847706
244007,244,2,0,0,7,8,4.142857143,6.075540948,8.021451098,6.14995371
244008,244,5,1,1,8,5,2.25,6.174986301,8.254427842,6.138190111
244009,244,3,1,1,12,10,5.083333333,5.62504674,8.10995339,5.767532673
244010,244,4,1,1,10,10,5.2,6.025910266,8.328495359,6.092079374
244011,244,8,0,0,18,7,1.5,5.261872471,8.152244229,5.370306021
244012,244,7,1,0,15,10,4.133333333,5.712206247,8.420256448,5.794262789
244013,244,4,0,0,6,5,2,5.929095443,7.720854912,5.849357525
244014,244,0,0,0,5,10,6.4,6.605505712,8.214943624,6.766449503
244015,244,2,1,1,9,8,5,6.342968237,8.540192815,6.467866231
244016,244,0,2,1,6,9,5.5,5.872366619,7.664126088,6.051542566
244017,244,1,1,1,7,10,3.714285714,5.730154005,7.676064154,5.862651435
59001,59,3,1,1,9,9,5.666666667,6.416094316,8.613318894,6.497081162
59002,59,1,1,0,5,9,5.6,6.661205117,8.270643029,6.736369746
59003,59,2,0,0,6,6,3.5,7.026804374,8.818563843,7.067244709
59004,59,3,0,0,9,10,5.333333333,6.609488041,8.806712618,6.690474887
59005,59,1,0,0,7,10,6.857142857,5.985921445,7.931831594,6.118418876
59006,59,1,0,0,3,6,3.333333333,7.142047998,8.240660286,7.113173615
59007,59,4,0,0,5,6,1.4,4.759563904,6.369001817,4.617682682
59008,59,1,1,1,7,9,4.285714286,7.782965462,9.728875611,7.915462893
59009,59,4,0,0,11,10,5.909090909,5.976966982,8.374862255,6.066407833
59010,59,3,0,0,9,10,5.666666667,6.290264762,8.487489339,6.371251608
59011,59,2,0,0,6,10,4.833333333,6.636240014,8.427999483,6.676680349
64009,64,2,0,0,6,10,6,7.774730167,9.566489636,7.815170502
70001,70,4,0,0,7,4,0.714285714,5.511755351,7.4576655,5.480163381
70002,70,3,0,0,9,10,3.777777778,5.226420138,7.423644715,5.307406984
70003,70,0,0,0,1,0,0,7.054115807,7.054115807,7.054115807
70004,70,1,0,0,3,8,5,6.059991531,7.15860382,6.031117148
70005,70,2,1,1,10,7,3.2,4.840490619,7.143075712,4.984969966
70006,70,3,1,1,7,7,3.571428571,5.367426656,7.313336805,5.387277258
70007,70,0,0,0,1,5,5,6.790642806,6.790642806,6.790642806
70008,70,0,0,0,2,0,0,6.67349677,7.36664395,6.742811488
70009,70,0,0,0,1,0,0,7.156903348,7.156903348,7.156903348
70010,70,2,0,0,4,0,0,6.434491538,7.820785899,6.372291778
70011,70,3,0,0,5,4,1.6,5.269134766,6.878572679,5.19395072
70012,70,0,0,0,2,3,2,5.644658804,6.337805984,5.713973522
70013,70,1,0,0,5,2,0.4,5.639422321,7.248860233,5.71458695
70014,70,2,0,0,4,1,0.25,5.057012518,6.443306879,4.994812758
70015,70,1,0,0,3,5,3,6.051267548,7.149879837,6.022393165
70016,70,1,0,0,2,6,4,6.807807177,7.500954357,6.676292699
70017,70,1,0,0,2,5,2.5,6.200371122,6.893518303,6.068856644
70018,70,6,0,0,8,0,0,5.946714279,8.026155821,5.868050076
70019,70,2,0,0,4,2,0.5,6.329818528,7.716112889,6.267618768
70020,70,1,0,0,2,5,2.5,6.668198311,7.361345492,6.536683833
70021,70,1,0,0,3,5,2.666666667,6.270079706,7.368691994,6.241205323
70022,70,0,0,0,3,5,4.333333333,6.183986021,7.282598309,6.293847249
70023,70,4,0,0,6,4,0.666666667,5.135990895,6.927750364,5.056252976
70024,70,0,0,0,1,0,0,6.750662546,6.750662546,6.750662546
70025,70,1,0,0,3,1,0.333333333,5.677937448,6.776549737,5.649063065
70026,70,0,0,0,1,0,0,6.655224704,6.655224704,6.655224704
70027,70,0,0,0,1,1,1,7.163946574,7.163946574,7.163946574
70028,70,1,0,0,3,4,1.333333333,4.538427996,5.637040285,4.509553613
70029,70,0,1,1,2,2,1,6.269487855,6.962635036,6.338802573
70030,70,1,0,0,2,0,0,5.936305917,6.629453097,5.804791439
70031,70,0,0,0,3,2,0.666666667,4.945784933,6.044397221,5.055646161
70032,70,1,0,0,2,5,3,4.468392412,5.161539593,4.336877934
70033,70,0,0,0,1,0,0,6.681662396,6.681662396,6.681662396
70034,70,4,0,0,6,2,0.333333333,5.455108402,7.246867872,5.375370484
71001,71,0,0,0,2,10,10,6.479201678,7.172348859,6.548516396
71002,71,1,1,1,2,5,3,6.215458554,6.908605735,6.083944076
71003,71,4,0,0,6,8,3.666666667,5.950904227,7.742663697,5.871166309
71004,71,2,0,0,5,5,2.8,6.301965122,7.911403034,6.298819512
71005,71,2,1,1,4,10,4.75,6.555016445,7.941310806,6.492816685
71006,71,2,0,0,5,10,5.6,7.220102154,8.829540067,7.216956545
71007,71,8,0,0,16,8,2.9375,5.244505056,8.017093778,5.320934732
71008,71,0,1,1,5,10,7.2,6.564442681,8.173880593,6.725386472
71009,71,3,0,0,7,8,4.142857143,6.005184372,7.951094522,6.025034974
71010,71,0,0,0,4,14,9.75,6.592948939,7.9792433,6.731578375
71011,71,0,0,0,1,5,5,6.491763758,6.491763758,6.491763758
71012,71,6,0,0,10,7,2.6,5.712355308,8.014940401,5.706485979
71013,71,3,0,0,6,9,3.333333333,5.548081289,7.339840759,5.52642804
71014,71,4,0,0,7,6,2.571428571,6.031993274,7.977903423,6.000401304
71015,71,3,1,1,11,10,6.181818182,5.657819792,8.055715064,5.782559285
71016,71,0,0,0,2,10,10,6.45168556,7.14483274,6.521000278
71017,71,0,0,0,3,10,9.333333333,6.165791778,7.264404067,6.275653007
71018,71,0,0,0,2,10,5,6.699659386,7.392806567,6.768974104
71019,71,2,2,1,9,11,5.333333333,5.057296288,7.254520866,5.182194282
71020,71,1,0,0,4,10,5.5,5.682766201,7.069060562,5.715390905
71021,71,0,1,1,4,10,6.25,5.677927565,7.064221926,5.816557001
71022,71,0,0,0,5,8,6.4,6.348539271,7.957977184,6.509483063
71023,71,1,0,0,6,10,8,6.240124067,8.031883537,6.347261577
71024,71,3,0,0,6,12,5.333333333,6.61598085,8.407740319,6.594327601
71025,71,1,1,1,3,8,3.666666667,6.047217731,7.14583002,6.018343348
71026,71,1,1,1,2,4,2.5,5.939482103,6.632629284,5.807967625
74001,74,4,0,0,7,4,1.142857143,6.043298207,7.989208356,6.011706236
74002,74,2,0,0,3,7,5,8.234808337,9.333420625,8.0857557
74003,74,0,0,0,2,6,3.5,5.717751944,6.410899125,5.787066662
74004,74,0,0,0,1,5,5,6.262001605,6.262001605,6.262001605
74005,74,3,0,0,5,3,0.6,5.067619132,6.677057045,4.992435086
74006,74,2,0,0,8,10,3.5,5.026313042,7.105754583,5.128252464
74009,74,0,0,0,1,2,2,6.542117929,6.542117929,6.542117929
74010,74,3,0,0,5,2,0.4,4.881531892,6.490969804,4.806347845
74011,74,0,0,0,1,5,5,6.450514529,6.450514529,6.450514529
74012,74,2,0,0,3,4,1.666666667,5.950137214,7.048749503,5.801084578
76001,76,2,0,0,4,5,1.75,5.353290816,6.739585177,5.291091056
76002,76,3,0,0,5,6,2.8,5.465509103,7.074947015,5.390325056
76003,76,3,0,0,5,11,5,7.025554903,8.634992815,6.950370856
76004,76,4,0,0,9,10,3.222222222,5.295386175,7.492610752,5.334505006
76005,76,0,0,0,2,3,2.5,5.901089015,6.594236196,5.970403733
76006,76,5,0,0,10,2,0.3,4.108674257,6.41125935,4.13810357
76007,76,0,0,0,1,0,0,6.687307757,6.687307757,6.687307757
76008,76,0,0,0,1,1,1,5.859004439,5.859004439,5.859004439
76009,76,1,0,0,3,4,2,5.930912587,7.029524876,5.902038204
76010,76,2,0,0,6,6,1.666666667,4.658272476,6.450031945,4.698712811
76011,76,0,0,0,1,6,6,6.588275687,6.588275687,6.588275687
76012,76,0,0,0,2,4,2,6.678372972,7.371520153,6.74768769
76013,76,5,0,0,8,6,1,5.828102589,7.907544131,5.791306399
76014,76,0,0,0,2,5,3,6.600258743,7.293405923,6.669573461
76015,76,0,0,0,1,2,2,6.613105467,6.613105467,6.613105467
76016,76,1,0,0,7,4,0.571428571,5.37933602,7.325246169,5.51183345
76017,76,0,0,0,2,0,0,6.5304618,7.223608981,6.599776518
76018,76,4,0,0,6,1,0.5,6.106256,7.898015469,6.026518081
77301,77,5,1,1,9,14,4.666666667,6.749088336,8.946312914,6.748200582
78001,78,1,0,0,5,9,7,6.183514098,7.79295201,6.258678727
78002,78,3,2,1,11,10,4.181818182,5.245314447,7.64320972,5.37005394
78003,78,2,0,0,8,10,5.875,5.457841102,7.537282644,5.559780524
78004,78,3,2,1,6,9,3.166666667,5.724305917,7.516065386,5.702652667
78005,78,4,0,0,6,9,3.166666667,6.230858436,8.022617906,6.151120518
78006,78,6,1,1,11,8,2.090909091,4.841897122,7.239792395,4.864640798
78007,78,4,0,0,8,10,5.25,6.119881633,8.199323174,6.126996591
78008,78,0,0,0,3,9,8.333333333,7.176261873,8.274874162,7.286123102
78009,78,4,1,1,10,10,4.5,5.44293279,7.745517883,5.509101899
78010,78,3,1,0,9,10,5.111111111,5.750817065,7.948041643,5.831803911
78011,78,0,1,1,3,8,5.333333333,6.049807169,7.148419458,6.159668398
78012,78,0,0,0,2,9,8,6.542991686,7.236138866,6.612306404
78013,78,5,0,0,9,8,3.555555556,5.220434366,7.417658943,5.219546611
78014,78,2,0,0,6,10,7.333333333,5.947328253,7.739087722,5.987768588
78015,78,1,0,0,3,7,4.333333333,6.391922715,7.490535004,6.363048332
78016,78,1,1,1,3,4,1.333333333,5.978767943,7.077380232,5.94989356
78017,78,2,0,0,4,10,5,6.089064564,7.475358925,6.026864804
78018,78,0,0,0,2,4,3.5,6.727604121,7.420751301,6.796918839
78019,78,2,2,1,8,10,5,5.049177281,7.128618823,5.151116703
78020,78,0,0,0,8,10,4.625,5.480406473,7.559848014,5.688350627
78021,78,2,1,1,8,10,3.75,6.149999528,8.22944107,6.25193895
78022,78,4,0,0,6,10,3.5,6.884687974,8.676447444,6.804950056
78023,78,1,1,1,9,8,4.444444444,5.091849217,7.289073794,5.262911175
78024,78,1,0,0,3,7,4.333333333,6.193466352,7.292078641,6.164591969
78026,78,2,0,0,4,2,0.75,5.759458714,7.145753075,5.697258954
78027,78,2,2,2,7,8,4,5.886081855,7.831992004,5.960494617
78028,78,0,0,0,2,8,8,6.50865194,7.201799121,6.577966658
78029,78,1,0,0,6,8,4.5,6.012600885,7.804360355,6.119738395
79001,79,7,0,0,17,7,2.411764706,5.217913972,8.051127316,5.332744919
79002,79,3,0,0,4,3,1.75,5.631304794,7.017599155,5.483325872
79003,79,3,0,0,10,8,2.1,4.420857157,6.72344225,4.525329918
79004,79,4,0,0,10,8,3.4,5.127758738,7.430343831,5.193927847
79005,79,1,0,0,5,10,5.6,5.777765782,7.387203694,5.852930411
79006,79,0,0,0,1,4,4,6.920427716,6.920427716,6.920427716
79007,79,4,0,0,9,3,0.666666667,4.370483138,6.567707716,4.40960197
79008,79,0,1,1,6,5,2,5.915611479,7.707370948,6.094787426
79009,79,0,0,0,1,5,5,6.039693539,6.039693539,6.039693539
79010,79,0,0,0,1,5,5,6.158951502,6.158951502,6.158951502
79011,79,1,0,0,2,5,2.5,5.634476338,6.327623519,5.50296186
79012,79,0,0,0,2,2,1,6.609907988,7.303055168,6.679222706
79013,79,0,0,0,2,3,1.5,5.070746527,5.763893708,5.140061245
79014,79,0,0,0,1,3,3,6.85522991,6.85522991,6.85522991
79015,79,1,0,0,3,6,3,5.118639831,6.21725212,5.089765448
79016,79,0,0,0,2,2,1,6.10023383,6.79338101,6.169548548
79017,79,0,0,0,1,0,0,6.607746197,6.607746197,6.607746197
79018,79,2,1,1,6,10,2.333333333,5.815938847,7.607698316,5.856379182
79019,79,1,0,0,2,1,0.5,5.923902296,6.617049477,5.792387818
79020,79,0,0,0,3,5,3.333333333,6.557266569,7.655878858,6.667127798
79021,79,0,1,1,6,6,2.5,5.088767151,6.88052662,5.267943098
79022,79,0,1,0,2,1,0.5,6.514492552,7.207639732,6.58380727
79023,79,0,0,0,2,0,0,6.57902087,7.272168051,6.648335588
79024,79,4,0,0,6,2,0.333333333,5.945589233,7.737348702,5.865851315
79025,79,1,0,0,3,5,2.666666667,5.489272964,6.587885253,5.460398581
80001,80,2,0,0,4,2,1,5.18084074,6.567135102,5.11864098
80002,80,2,1,1,4,1,0.25,4.578721896,5.965016258,4.516522136
80003,80,0,1,1,7,1,0.285714286,4.202082632,6.147992781,4.396673647
80004,80,1,0,0,9,7,5.111111111,4.418534494,6.615759071,4.589596453
80005,80,4,0,0,6,4,1.166666667,4.148618447,5.940377917,4.068880529
80006,80,2,1,1,5,2,0.6,4.498062892,6.107500804,4.494917282
80007,80,3,0,0,5,2,0.6,5.295914859,6.905352771,5.220730812
80008,80,2,0,0,3,5,1.666666667,5.604372363,6.702984651,5.455319726
80009,80,9,0,0,14,2,0.357142857,3.239235566,5.878292895,3.252299236
80010,80,3,0,0,5,4,1.6,5.227171832,6.836609744,5.151987785
80011,80,0,0,0,1,4,4,5.880154087,5.880154087,5.880154087
80012,80,1,0,0,4,8,4.25,5.366510003,6.752804364,5.399134707
80013,80,1,0,0,2,6,3,5.231682387,5.924829568,5.100167909
80014,80,1,0,0,2,3,1.5,5.804025153,6.497172333,5.672510674
80015,80,1,0,0,5,5,3.2,5.602994417,7.212432329,5.678159046
80016,80,2,0,0,6,7,2,5.44116596,7.232925429,5.481606295
80017,80,3,2,1,8,7,2.5,3.963676145,6.043117686,4.016955068
80018,80,0,1,1,5,8,4.2,5.550387507,7.15982542,5.711331298
80019,80,0,0,0,2,2,1.5,5.395232672,6.088379852,5.46454739
80020,80,0,0,0,4,10,8.5,4.808191121,6.194485482,4.946820557
80021,80,1,0,0,5,6,2,5.040662776,6.650100688,5.115827405
80022,80,0,0,0,4,8,3,5.194446477,6.580740839,5.333075914
80023,80,5,2,1,11,8,3.090909091,4.55757354,6.955468813,4.613048096
80024,80,1,1,1,2,6,5.5,5.600089206,6.293236386,5.468574728
80025,80,2,0,0,4,3,1.25,4.207073182,5.593367543,4.144873421
